168,70,72,171,0.7,0.70588,0.70293,70.478
75,163,35,208,0.68182,0.31513,0.43103,58.836
146,92,12,231,0.92405,0.61345,0.73737,78.378
90,148,127,116,0.41475,0.37815,0.3956,42.827
222,16,59,184,0.79004,0.93277,0.85549,84.407
128,110,17,226,0.88276,0.53782,0.66841,73.597
54,184,33,210,0.62069,0.22689,0.33231,54.886
109,129,49,194,0.68987,0.45798,0.55051,62.994
108,130,19,224,0.85039,0.45378,0.59178,69.023
94,144,7,236,0.93069,0.39496,0.55457,68.607
