137,101,45,198,0.75275,0.57563,0.65238,69.647
87,151,34,209,0.71901,0.36555,0.48468,61.538
116,122,6,237,0.95082,0.48739,0.64444,73.389
77,161,52,191,0.5969,0.32353,0.41962,55.717
166,72,50,193,0.76852,0.69748,0.73128,74.636
72,166,34,209,0.67925,0.30252,0.4186,58.42
32,206,11,232,0.74419,0.13445,0.22776,54.886
98,140,26,217,0.79032,0.41176,0.54144,65.489
84,154,6,237,0.93333,0.35294,0.5122,66.736
88,150,5,238,0.94624,0.36975,0.53172,67.775
